id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_ejected
4579087,90106863,1,1,male,22,severe injury,1,1
4579096,90106873,1,1,male,28,complaint of pain,1,1
4579097,90106873,2,1,female,36,other visible injury,1,0
4579098,90106873,2,2,female,51,no injury,3,0
4579099,90106873,2,2,female,13,no injury,4,0
4579113,90106887,2,1,male,23,complaint of pain,1,1
4579142,90106912,1,1,male,83,severe injury,1,1
4579155,90106927,1,1,male,65,severe injury,1,1
4579180,90106957,1,1,female,55,complaint of pain,1,0
4579218,90106971,1,1,male,40,other visible injury,1,0
4579219,90106971,2,2,female,9,no injury,3,0
4579277,90107016,2,1,male,20,complaint of pain,1,1
4579282,90107018,2,1,male,69,complaint of pain,1,0
4579290,90107021,1,2,female,22,no injury,3,0
4579291,90107021,2,1,male,69,complaint of pain,1,1
4579344,90107085,1,1,female,45,complaint of pain,1,0
4579345,90107085,2,1,male,18,severe injury,1,1
4579377,90107122,2,1,male,64,severe injury,1,0
4579425,90107177,1,1,male,25,complaint of pain,1,0
4579560,90107289,1,1,male,19,other visible injury,1,1
4579637,90107363,1,1,male,45,other visible injury,1,1
4579683,90107412,1,1,male,53,other visible injury,1,1
4579684,90107412,2,1,male,19,other visible injury,1,1
4579698,90107429,1,1,male,30,severe injury,1,0
4579701,90107432,1,1,male,40,other visible injury,1,1
4579710,90107448,1,1,male,40,severe injury,1,1
4579739,90107489,1,1,male,29,other visible injury,1,1
4579749,90107500,1,1,male,25,complaint of pain,1,1
4579750,90107500,2,2,male,36,no injury,3,0
4579808,90107559,1,1,male,17,other visible injury,1,2
4579816,90107568,1,1,male,24,other visible injury,1,1
4579847,90107596,2,1,male,61,complaint of pain,1,1
4579850,90107598,1,1,male,36,complaint of pain,1,1
4580025,90107758,2,1,male,63,other visible injury,1,1
4580138,90107879,1,2,female,47,no injury,3,0
4580139,90107879,2,1,male,36,severe injury,1,1
4580150,90107892,1,1,male,46,other visible injury,1,1
4580208,90107955,2,1,male,58,complaint of pain,1,1
4580215,90107965,2,1,male,24,complaint of pain,1,1
4580275,90108019,2,2,female,21,other visible injury,2,1
4580278,90108020,1,1,male,23,complaint of pain,1,1
4580285,90108027,2,1,male,23,complaint of pain,1,1
4580330,90108081,2,1,male,50,complaint of pain,1,1
4580484,90108223,1,1,male,31,complaint of pain,1,1
4580608,90108349,1,1,male,59,killed,1,1
4580771,90108488,1,2,female,26,no injury,3,0
4580772,90108488,2,1,male,21,complaint of pain,1,1
4580791,90108500,2,1,male,26,complaint of pain,1,0
4580835,90108539,1,1,male,21,other visible injury,1,0
4580878,90108601,2,1,male,28,severe injury,1,1
4580894,90108610,1,1,male,21,severe injury,1,1
4580908,90108621,1,1,male,26,complaint of pain,1,1
4580917,90108628,2,1,male,23,complaint of pain,1,1
4580920,90108631,1,1,male,44,other visible injury,1,1
4580922,90108634,1,1,male,45,other visible injury,1,1
4580972,90108677,1,1,male,21,other visible injury,1,1
4581060,90108745,1,1,male,44,other visible injury,1,3
4581067,90108758,1,1,male,59,complaint of pain,1,1
4581068,90108758,2,1,male,67,complaint of pain,1,1
4581124,90108798,1,1,male,56,other visible injury,1,1
4581136,90108812,1,1,male,30,other visible injury,1,1
4581137,90108812,2,2,male,61,no injury,3,0
4581147,90108828,1,1,male,30,complaint of pain,1,1
4581205,90108860,1,1,male,31,other visible injury,1,1
4581206,90108860,2,2,female,19,no injury,3,0
4581207,90108860,2,2,male,,no injury,6,0
4581208,90108860,4,2,female,25,no injury,3,0
4581209,90108860,4,2,female,3,no injury,4,0
4581210,90108860,4,2,female,,no injury,5,0
4581211,90108860,5,2,male,24,no injury,3,0
4581238,90108898,1,1,male,27,severe injury,1,1
4581239,90108898,3,1,male,27,severe injury,1,1
4581291,90108948,2,1,male,21,other visible injury,1,1
4581292,90108948,2,2,male,26,other visible injury,2,1
4581299,90108952,2,1,male,35,complaint of pain,1,1
4581326,90108986,1,1,male,25,other visible injury,1,1
4581379,90109037,2,1,male,69,other visible injury,1,0
4581385,90109046,1,1,male,55,severe injury,1,1
4581388,90109055,1,1,male,63,other visible injury,1,1
4581504,90109161,2,1,male,26,complaint of pain,1,0
4581591,90109254,2,1,male,20,complaint of pain,1,1
4581629,90109299,1,1,male,50,other visible injury,1,1
4581637,90109308,1,1,male,33,other visible injury,1,1
4581638,90109308,1,2,male,,no injury,9,3
4581667,90109330,1,1,male,72,complaint of pain,1,0
4581677,90109341,1,1,male,25,complaint of pain,1,1
4581678,90109341,2,2,male,12,no injury,3,0
4581769,90109427,1,1,male,46,severe injury,1,1
4581843,90109506,1,1,male,26,complaint of pain,1,1
4581927,90109576,1,1,male,49,other visible injury,1,1
4581932,90109584,1,1,male,35,other visible injury,1,1
4581941,90109595,2,2,female,72,no injury,3,0
4581942,90109595,5,1,female,53,other visible injury,1,0
4581989,90109635,1,1,male,35,other visible injury,1,1
4582006,90109647,1,1,male,25,complaint of pain,1,1
4582007,90109647,2,2,male,1,no injury,5,0
4582067,90109710,1,1,male,19,severe injury,1,1
4582134,90109773,1,1,male,24,other visible injury,1,1
4582257,90109876,1,1,male,34,other visible injury,1,0
4582258,90109876,2,2,male,15,complaint of pain,3,0
4582329,90109917,1,1,male,33,other visible injury,1,1
4582483,90110042,1,1,male,45,complaint of pain,1,2
4582592,90110125,1,1,male,21,severe injury,1,1
4582593,90110125,2,2,female,30,no injury,3,0
4582594,90110125,2,2,female,10,no injury,6,0
4582640,90110165,1,2,female,16,no injury,3,0
4582641,90110165,2,1,male,20,complaint of pain,1,1
4582673,90110191,2,2,female,30,no injury,3,0
4582813,90110290,2,1,male,26,complaint of pain,1,1
4582977,90110444,1,1,male,41,other visible injury,1,1
4582978,90110446,1,1,male,26,other visible injury,1,1
4583001,90110479,2,1,male,25,complaint of pain,1,1
4583050,90110519,1,1,male,50,other visible injury,1,1
4583084,90110539,1,1,male,26,severe injury,1,1
4583132,90110574,1,1,male,28,other visible injury,1,1
4583177,90110619,1,1,male,43,complaint of pain,1,1
4583233,90110657,1,1,male,41,other visible injury,1,1
4583244,90110665,1,2,female,18,no injury,3,0
4583245,90110665,2,1,male,42,other visible injury,1,1
4583327,90110736,1,1,male,34,complaint of pain,1,0
4583387,90110783,1,1,male,75,complaint of pain,1,1
4583450,90110823,2,2,female,38,no injury,3,0
4583501,90110865,1,1,female,26,complaint of pain,1,1
4583515,90110872,1,1,female,60,other visible injury,1,0
4583516,90110872,2,1,male,51,other visible injury,1,0
4583517,90110872,3,1,male,21,other visible injury,1,0
4583518,90110872,4,1,male,21,complaint of pain,1,1
4583522,90110878,1,1,male,40,complaint of pain,1,1
4583523,90110878,2,2,male,23,no injury,3,0
4583524,90110878,2,2,female,22,no injury,4,0
4583525,90110878,2,2,male,21,no injury,5,0
4583526,90110878,2,2,male,22,no injury,6,0
4583555,90110900,1,1,male,59,complaint of pain,1,2
4583559,90110904,1,2,female,61,no injury,3,0
4583560,90110904,1,2,male,14,no injury,4,0
4583561,90110904,1,2,female,13,no injury,5,0
4583562,90110904,1,2,female,12,no injury,6,0
4583574,90110914,1,1,male,33,other visible injury,1,1
4583587,90110922,3,1,male,32,other visible injury,1,1
4583597,90110937,1,1,male,38,complaint of pain,1,0
4583631,90110972,1,1,male,76,other visible injury,1,1
4583634,90110977,1,1,male,44,severe injury,1,1
4583653,90110992,1,2,female,16,no injury,2,1
4583699,90111033,1,1,male,28,complaint of pain,1,0
4583701,90111035,1,1,male,39,severe injury,1,1
4583749,90111077,1,1,male,23,complaint of pain,1,1
4583750,90111077,2,2,male,33,no injury,3,0
4583775,90111106,1,1,male,59,complaint of pain,1,2
4583793,90111125,1,1,female,19,other visible injury,1,1
4583840,90111179,1,1,male,23,other visible injury,1,0
4583841,90111179,2,2,male,39,no injury,6,0
4583842,90111179,2,2,female,12,no injury,3,0
4583843,90111179,2,2,male,8,no injury,4,0
4583858,90111188,1,1,male,24,other visible injury,1,1
4583859,90111188,2,2,female,21,no injury,3,0
4583901,90111230,1,2,female,29,no injury,3,0
4583902,90111230,2,1,male,30,other visible injury,1,1
4583911,90111241,1,1,male,36,complaint of pain,1,1
4583976,90111298,1,1,male,40,severe injury,1,1
4584074,90111373,1,1,male,26,other visible injury,1,1
4584077,90111379,1,1,male,40,complaint of pain,1,1
4584127,90111432,1,1,male,48,complaint of pain,1,1
4584162,90111464,1,1,male,23,severe injury,1,1
4584199,90111503,1,1,male,32,other visible injury,1,1
4584203,90111505,1,2,male,15,no injury,3,0
4584204,90111505,1,2,male,15,no injury,4,0
4584205,90111505,1,2,male,49,no injury,6,0
4584209,90111507,1,1,female,37,complaint of pain,1,0
4584256,90111553,2,2,male,25,no injury,3,0
4584312,90111600,2,1,male,54,complaint of pain,1,1
4584330,90111612,1,1,male,17,other visible injury,1,1
4584331,90111612,2,2,male,26,no injury,3,0
4584332,90111612,2,2,male,19,no injury,5,0
4584397,90111672,1,1,female,57,complaint of pain,1,2
4584409,90111689,1,1,male,22,complaint of pain,1,1
4584410,90111689,2,2,male,30,no injury,3,0
4584417,90111698,1,1,male,51,complaint of pain,1,0
4584454,90111730,1,1,male,38,other visible injury,1,0
4584532,90111799,1,1,male,23,other visible injury,1,1
4584551,90111814,1,1,male,26,complaint of pain,1,1
4584585,90111856,1,1,female,25,complaint of pain,1,1
4584623,90111886,1,1,male,22,severe injury,1,1
4584669,90111926,1,1,male,23,other visible injury,1,1
4584713,90111976,2,1,male,28,severe injury,1,1
4584718,90111981,1,1,male,24,complaint of pain,1,1
4584719,90111981,2,2,male,27,no injury,3,0
4584822,90112070,1,1,male,15,severe injury,1,1
4584846,90112097,1,1,male,16,other visible injury,1,1
4584882,90112138,2,2,male,23,no injury,3,0
4584893,90112148,1,1,male,26,severe injury,1,1
4584943,90112193,1,1,male,28,severe injury,1,1
4585005,90112267,1,1,male,33,other visible injury,1,1
4585047,90112304,2,1,male,40,complaint of pain,1,1
4585054,90112311,1,1,male,24,other visible injury,1,0
4585075,90112333,1,1,male,47,other visible injury,1,0
4585076,90112333,2,2,male,14,no injury,3,0
4585106,90112359,1,1,male,70,complaint of pain,1,1
4585107,90112359,2,1,male,62,complaint of pain,1,1
4585169,90112422,1,1,male,25,other visible injury,1,0
4585201,90112453,1,1,female,26,severe injury,1,1
4585244,90112499,1,1,male,21,severe injury,1,1
4585385,90112603,2,2,female,25,complaint of pain,3,0
4585386,90112603,2,1,male,25,complaint of pain,1,0
4585387,90112603,4,1,male,24,complaint of pain,1,1
4585397,90112613,1,1,male,52,complaint of pain,1,1
4585472,90112684,1,1,male,33,severe injury,1,1
4585481,90112697,1,1,male,26,complaint of pain,1,1
4585489,90112701,1,1,male,23,complaint of pain,1,0
4585637,90112822,2,1,male,39,complaint of pain,1,1
4585734,90112946,2,2,male,48,no injury,3,0
4585735,90112946,3,1,male,26,severe injury,1,1
4585830,90113045,1,1,male,54,complaint of pain,1,1
4585877,90113084,1,1,male,29,other visible injury,1,1
4585912,90113117,1,2,female,22,complaint of pain,0,0
4585918,90113124,1,1,male,20,complaint of pain,1,1
4585930,90113136,2,1,male,43,other visible injury,1,1
4585962,90113177,1,1,male,24,other visible injury,1,1
4586023,90113215,2,1,male,36,complaint of pain,1,1
4586197,90113364,1,1,male,44,complaint of pain,1,0
4586198,90113364,2,2,male,55,no injury,3,0
4586267,90113424,1,1,male,25,severe injury,1,2
4586282,90113437,1,1,female,48,other visible injury,1,1
4586358,90113524,1,1,male,57,other visible injury,1,0
4586402,90113571,1,2,male,41,no injury,3,0
4586445,90113613,2,2,male,31,no injury,3,0
4586446,90113613,2,2,male,10,no injury,6,0
4586543,90113703,1,1,male,45,complaint of pain,1,1
4586612,90113772,1,1,male,24,other visible injury,1,0
4586613,90113772,3,2,female,17,no injury,3,0
4586614,90113772,3,2,male,18,no injury,5,0
4586632,90113794,1,2,female,67,no injury,3,0
4586676,90113825,2,1,male,29,other visible injury,1,0
4586700,90113832,1,1,female,26,other visible injury,1,0
4586701,90113832,2,4,male,53,killed,1,1
4586702,90113832,3,1,male,43,killed,1,1
4586762,90113879,1,1,male,23,complaint of pain,1,1
4586826,90113929,1,2,female,21,no injury,3,0
4586842,90113950,1,2,male,44,no injury,3,0
4586843,90113950,2,1,male,34,killed,1,1
4586856,90113965,1,2,female,67,no injury,3,0
4586872,90113979,1,2,female,23,no injury,3,0
4586873,90113979,2,1,male,26,complaint of pain,1,1
4586908,90114012,1,1,male,72,complaint of pain,1,2
4586988,90114082,2,1,male,42,other visible injury,1,1
4586990,90114084,1,1,male,42,complaint of pain,1,1
4586991,90114084,2,2,female,11,no injury,4,0
4586992,90114084,2,2,male,4,no injury,6,0
4587035,90114115,2,1,female,38,complaint of pain,1,1
4587084,90114162,1,1,male,50,severe injury,1,1
4587133,90114194,2,1,male,19,severe injury,1,1
4587145,90114208,1,1,male,30,other visible injury,1,1
4587165,90114230,2,2,male,24,no injury,3,0
4587166,90114230,2,2,female,30,no injury,6,0
4587186,90114252,2,1,male,43,other visible injury,1,0
4587246,90114313,1,2,female,7,complaint of pain,3,0
4587247,90114313,1,2,male,13,no injury,2,0
4587248,90114313,1,2,female,13,no injury,6,0
4587327,90114401,1,1,male,22,other visible injury,1,1
4587345,90114414,2,1,female,57,complaint of pain,1,0
4587415,90114454,1,1,female,58,complaint of pain,1,0
4587416,90114454,2,1,male,54,killed,1,1
4587503,90114556,2,1,male,53,complaint of pain,1,1
4587537,90114587,1,1,male,29,other visible injury,1,0
4587571,90114615,1,1,male,37,killed,1,1
4587588,90114634,1,1,male,24,other visible injury,1,1
4587630,90114689,1,2,female,83,no injury,3,0
4587668,90114724,1,1,male,20,other visible injury,1,0
4587676,90114735,1,1,male,56,complaint of pain,1,0
4587688,90114744,1,1,male,58,complaint of pain,1,1
4587694,90114749,1,1,male,21,severe injury,1,1
4587701,90114755,1,1,male,19,other visible injury,1,1
4587765,90114805,2,1,male,36,complaint of pain,1,0
4587803,90114848,2,1,male,52,severe injury,1,1
4587876,90114907,1,1,male,62,complaint of pain,1,0
4587914,90114939,1,1,male,23,complaint of pain,1,1
4587930,90114955,2,1,male,28,complaint of pain,1,1
4587972,90114979,1,1,male,26,other visible injury,1,1
4588038,90115036,1,1,male,55,severe injury,1,1
4588039,90115038,1,1,male,23,other visible injury,1,1
4588091,90115081,1,2,male,6,no injury,6,0
4588092,90115081,2,1,male,26,complaint of pain,1,1
4588126,90115115,1,1,male,22,severe injury,1,1
4588130,90115119,2,2,female,59,no injury,3,0
4588196,90115174,1,1,male,57,other visible injury,1,1
4588197,90115174,1,2,female,55,other visible injury,2,1
4588198,90115174,2,2,male,5,no injury,4,0
4588328,90115249,1,1,male,20,other visible injury,1,1
4588458,90115367,1,1,male,41,severe injury,1,1
4588470,90115383,1,1,male,61,other visible injury,1,1
4588474,90115386,1,1,male,24,killed,1,1
4588537,90115444,1,1,female,22,other visible injury,1,1
4588555,90115462,1,1,male,25,complaint of pain,1,1
4588812,90115680,1,1,male,46,other visible injury,1,1
4588827,90115698,1,1,male,55,complaint of pain,1,1
4588896,90115764,1,1,male,41,other visible injury,1,0
4588901,90115767,1,1,male,45,complaint of pain,1,1
4588916,90115780,1,1,male,35,other visible injury,1,1
4588917,90115780,2,1,male,33,other visible injury,1,1
4588918,90115780,3,1,female,30,other visible injury,1,1
4589055,90115887,1,1,male,78,killed,1,1
4589056,90115887,2,1,male,73,other visible injury,1,0
4589057,90115887,2,2,female,28,complaint of pain,3,0
4589058,90115887,2,2,male,6,no injury,4,0
4589059,90115887,2,2,male,7,no injury,5,0
4589060,90115887,2,2,female,3,no injury,6,0
4589150,90115950,1,1,male,28,complaint of pain,1,1
4589209,90116006,1,2,male,21,no injury,3,0
4589210,90116006,2,1,male,22,killed,1,1
4589211,90116006,3,2,female,47,no injury,3,0
4589265,90116047,1,1,female,27,other visible injury,1,1
4589356,90116100,1,1,male,41,complaint of pain,1,1
4589357,90116100,2,2,male,6,no injury,6,0
4589382,90116135,2,1,male,29,other visible injury,1,1
4589455,90116197,1,2,female,56,no injury,3,0
4589456,90116197,2,1,male,34,complaint of pain,1,1
4589477,90116207,1,1,male,45,complaint of pain,1,1
4589478,90116207,2,2,female,41,no injury,3,0
4589479,90116207,2,2,male,20,no injury,4,0
4589480,90116207,2,2,male,21,no injury,6,0
4589556,90116282,1,1,male,24,complaint of pain,1,0
4589560,90116286,2,1,male,24,other visible injury,1,1
4589601,90116312,1,1,male,22,other visible injury,1,0
4589610,90116319,1,1,male,21,severe injury,1,1
4589622,90116332,2,1,male,50,complaint of pain,1,0
4589674,90116369,1,1,male,42,severe injury,1,1
4589692,90116388,1,1,male,27,other visible injury,1,1
4589693,90116388,3,2,female,34,no injury,3,0
4589780,90116478,1,1,male,38,complaint of pain,1,1
4589792,90116495,1,1,male,19,other visible injury,1,1
4589795,90116502,1,1,male,27,complaint of pain,1,1
4589802,90116515,2,1,male,25,other visible injury,1,1
4589831,90116544,1,1,male,59,other visible injury,1,1
4589841,90116563,1,2,male,10,no injury,8,0
4589842,90116563,1,2,female,48,no injury,3,0
4589843,90116563,1,2,male,51,no injury,4,0
4589844,90116563,1,2,female,84,no injury,6,0
4589845,90116563,1,2,male,16,no injury,8,0
4589846,90116563,2,2,male,12,no injury,7,0
4589847,90116563,2,1,male,36,other visible injury,1,1
4589883,90116607,1,1,male,63,complaint of pain,1,0
4589884,90116607,2,1,male,28,other visible injury,1,1
4589889,90116611,2,1,male,24,complaint of pain,1,1
4589904,90116623,1,1,male,26,other visible injury,1,1
4589943,90116651,1,1,male,25,complaint of pain,1,0
4589992,90116687,1,1,male,54,other visible injury,1,1
4590009,90116710,1,1,female,67,severe injury,1,1
4590010,90116710,2,1,male,61,severe injury,1,0
